Integers,Floats
30580,489542.32632629864
46541,708106.8162067953
60885,669657.608302903
7137,930910.7195160995
89914,273778.0162476912
85462,837892.4427510803
23739,964625.4825707811
97772,863410.5652260744
32360,239026.34632108404
33918,177351.47743489634
48435,474982.237354798
42944,760045.260950711
48584,692181.7505221574
5564,405607.2093644631
77149,160573.0328830835
50830,355827.82745628903
46318,697212.944247009
44134,16027.188846683766
30386,405745.50105405244
10803,802221.5518003884
25479,864984.7789387024
10532,839484.2453742923
15967,466874.7382050159
83431,175203.85210710362
51271,58032.19075714327
4226,418375.4633555409
36944,523546.93439036823
50382,709960.2635148978
40942,758751.5894572492
78562,735886.746044367
45499,242765.6670055224
53873,551025.1625211431
63555,595874.7466476595
2669,189621.3390949246
92791,245705.2733723095
11090,326312.6140069194
35333,865925.167818101
30036,106879.2733537941
65814,417763.54690836836
86862,511175.3810007856
59612,970854.9999071115
25802,520290.5511155553
36655,697979.1490448571
92646,291318.3051338302
50634,73480.90350087431
65807,510390.5230117715
65935,300364.5264300717
68349,174411.81545149052
86402,74312.67750108952
60398,203421.3993240677
41643,79619.85071491305
2769,589069.3014364317
34703,966407.6737701406
57732,685897.540385402
53427,543352.0936800162
96148,256948.07480804855
73863,847519.0932847462
41869,805236.3139310852
51432,451534.4812414115
51720,826362.6376654187
69445,326596.2522125205
7460,415082.80397439376
64091,513943.780726575
28747,238023.15913343767
75608,534575.867717534
89058,396556.0798892916
64981,975041.2820494294
20070,170216.42618053796
70692,169036.95154281077
17261,560623.1498656201
18220,400669.4917126501
29643,678910.0149153817
2364,924980.7496245772
79872,259392.02812368367
31590,546618.5581038245
72150,950671.8130771725
35928,203504.5169362528
40652,968929.3696574654
6924,460386.4577459057
97194,865683.5623394441
49334,726388.5857741449
93137,260930.1890867791
95183,939019.0215337254
29098,420544.32810049626
73471,594394.241274109
85420,918544.2990960133
14717,559353.9383771719
38528,266663.93471640005
15813,806117.0069349876
60711,617095.8908828055
37225,51699.990091796164
58325,720710.1683898786
69732,227931.27248838232
12206,195065.74198161077
37078,136756.42808869836
81828,513427.34637483396
7316,903574.542058434
24965,170047.12672251966
14550,130238.4009481975
62964,252816.3809368725
69707,275148.3465348305
76128,435437.0225182157
8337,896752.7572622915
24754,97429.27168141259
54025,8032.441983212419
41033,700731.1103353353
99064,356117.0831451807
8922,244361.4350277025
89713,521738.67118896503
71124,89201.6859894623
25192,566443.5718101392
68499,916969.6426084671
14639,104642.88831621502
81240,543503.1601430384
8661,850353.5776066994
47869,828658.9876425575
73159,110199.05130646042
97009,46578.12541235983
26821,683696.1791525288
87856,846216.3022285238
33527,766055.1785101225
27330,199348.90766422785
38872,419468.8200467686
48730,641396.4510825225
37548,294628.75175058347
86418,596107.7831770898
9645,319635.6410339079
16956,593646.2348028028
83028,57444.48468006169
11044,870859.3427425977
63755,631542.55266046
39688,321749.0921120729
96422,776652.0189624979
90461,705595.8728127639
70137,37110.64383918907
57837,79806.15110022997
72743,617855.1249363957
64063,228764.3345164724
45748,696945.9931690822
11384,292812.01103303244
75999,109300.58075513126
53553,274987.8863082346
87220,6705.689458242398
21791,831387.2707432118
19415,944819.9678792086
72214,429303.3634005491
9407,521061.21721534774
18187,587071.8332887314
73354,305540.7307802013
16606,29407.18706094133
67978,11521.679526410691
93024,2435.7066811451896
49344,166168.88324295
4869,520842.7305166445
54457,681647.6870150672
90955,408727.6647751774
18738,827310.2139805461
33442,81666.1241427664
93337,431389.30997048784
47756,790462.6252259696
58227,767521.9199097522
84138,132464.41327721573
76149,999012.8259841813
32189,190801.71973217846
44141,706920.5814254954
2829,897363.3775891582
802,828494.5676928653
7887,292048.54779076565
16774,976028.3278135348
68966,525611.3537656751
35660,411495.2570680141
71001,537956.1679686
17596,705837.5317578961
73662,251818.3714344984
34166,610024.8186221076
50653,703675.7136511449
18847,357080.620319956
98176,595746.2147030047
65776,767016.95061491
36392,533763.5568256854
3089,246390.791964745
26154,483096.3425999865
86076,224525.66958591854
18444,577415.4869921174
14817,808273.4041867467
26077,991934.2990761069
63094,475985.0853680641
36190,743442.1524284335
74455,948822.60065704
88442,727164.4067314124
47511,575877.316682662
37179,815306.3343960086
74439,651977.3452202317
80230,859491.7931122765
51073,712863.5878778109
67762,579448.8759323787
36794,423777.4883471321
77150,187387.13740109745
29095,205541.39512820786
37466,708184.3508842028
35296,982864.787721724
90112,572019.2618269465
27279,328084.4000754215
38405,896688.8440394624
89916,631481.9514840177
99327,842433.3765162323
32299,507293.5493858925
94001,99553.0200173757
70599,537563.2754054855
78525,270456.680047177
21264,453275.1670556331
49988,8883.418700519856
23936,261634.7917892797
35912,907569.0028400043
57227,771729.9961622404
2733,272677.2200680335
15009,444163.206923085
31344,848255.584027016
76834,25176.874550534245
40515,493338.4412352505
14923,824961.6650509388
52447,428169.54013397853
90857,709295.3628096165
44270,17023.637490518016
90517,484173.79463525454
68224,176289.10997036385
6793,808724.8583222682
27241,819868.2072253543
90644,982652.8568247481
98993,931515.5693755419
2364,718787.292153427
73521,123533.23839556811
7095,681800.2115602436
15939,867748.9917971966
12023,811320.6575978474
17371,333071.3043345282
16355,705833.7121887632
94090,764779.1602956819
270,391397.6049435065
60698,232265.25175325767
11109,504619.15953142254
64799,65004.01495161539
94725,991568.4847856261
11635,287975.4687584755
70554,972702.3020812104
84314,919544.0608797212
7004,100581.06354995682
76318,651178.0989000889
78369,668445.2854364901
71760,95780.09926330816
886,856423.1921623995
54961,584920.1988867628
56161,728390.5136569897
58543,151784.39735342952
19968,225098.7119654808
74541,717603.5249295894
71319,847028.7926940892
14762,939154.0662215155
70647,623178.9002084824
4245,774194.4988551491
5640,106622.01440842566
16984,282990.41085872514
7463,108384.95932573121
17002,667357.2307064681
46244,120912.74803531393
49953,619916.4971923935
88335,555302.1331816321
93308,816494.988550457
77348,227277.37370262988
88059,793577.0750628036
84048,310464.1401591203
9828,626045.1383324225
43369,612581.3128109929
26042,509596.1588650997
74637,849410.5228916903
82954,803157.291247269
87732,84218.71517751842
3828,252697.5140259072
10685,961387.1597052957
39798,301560.26793168637
86597,996000.6396657164
69030,924510.7946820541
97858,465214.5404282017
57107,52621.60764247324
30313,445077.55594336917
51661,785425.4500838093
59530,545959.197972933
65496,62985.13729651444
59876,395238.71423874033
44721,923903.8214309159
23296,150330.61911137096
16703,448506.6134849402
66649,181791.16712808324
67382,143730.41506882454
56431,465250.1879948333
68941,340886.7241012438
45186,713679.5251292437
8221,71712.92764077205
90103,384644.1246203066
55215,13818.711899604814
1710,157230.21976628975
51053,152127.97621845227
18022,626844.4286046183
59270,432055.29133735975
91489,916375.6128946763
92362,692493.1251334191
80497,757433.7503743182
80924,562008.1072146564
85998,910054.2382152677
17729,51050.9521814165
16781,394900.5087342972
10589,944737.0114633836
27619,452608.58261134464
51717,263129.0975445449
40326,577724.0877612935
21722,524710.3114430617
39302,897109.1705107399
60009,340203.62905649963
39666,439859.07813798456
23191,447628.2317731414
57794,114379.01350011931
76894,796402.9307504448
95052,446605.4312038805
38100,546946.4381004575
97715,667747.0128518839
81930,540667.7797782749
57741,125660.85196102716
66316,15624.796237819226
48412,833069.0226403616
46757,148147.54095956573
36790,286634.32005458145
59909,392723.905978092
78860,335990.9759142059
57191,412709.6698798663
25370,897419.8433669598
91120,166932.49068609535
22272,995851.7596647787
31881,259812.7647464835
67471,669578.3691245345
24979,142329.81563025477
69548,986570.4896548198
50791,785771.7315860167
93713,57096.8685344817
16058,491454.878847113
99489,546673.9340360033
35095,895885.4304870988
46828,334406.9596640217
17938,381124.1133623711
4367,870497.853275544
29403,98195.26217006704
79323,527326.3843198942
3159,471830.60559516953
25886,453004.16398306267
68913,284246.4436499711
73767,119157.55441772472
36253,75583.43093847846
89902,72383.7813379192
69541,839567.650569733
29819,46819.70810058815
39036,40729.2311169054
33463,643472.8380084134
87950,491826.1178982119
86551,984982.5337618901
76649,855408.0091144127
35226,342670.0191883243
50904,611151.0710499841
82906,535679.9408707669
16510,632714.662238018
51169,965377.1372848584
23431,747493.8630772353
17141,841119.9410459758
59625,451035.5806717669
22696,507542.8176709784
229,57222.37661156999
69415,613022.659742523
73130,626146.8251573662
23576,278169.90735805273
17088,919714.479627458
7961,242628.10165821327
19209,182108.91902486348
3349,830223.0993178963
42935,530388.8935229462
32764,331334.7937203414
75985,552207.0917384078
90196,936506.4458128115
30779,615469.7459197486
79897,386827.81612131465
71122,558236.8084115358
11687,431776.4442359476
99260,637812.0421578423
81018,525514.0921572155
14496,969151.4922224802
57891,973101.925114313
98052,719758.5133684148
1037,954255.6245169453
98347,929107.6425224826
9052,969835.5839170321
98722,855144.6010069768
31351,490239.28250609676
28808,512299.9722392865
43484,38955.61106062319
44255,152144.5025784796
64091,778385.0154286545
90580,978094.9980770494
37196,425778.6057249384
65157,293275.46942135214
67227,113910.92604898885
41316,407486.45741320745
6346,158304.28813332875
80548,759776.4719393522
28028,157019.6839705962
58628,522051.9196619401
65878,709094.0894077877
24692,23180.234809771435
48170,377430.3650311871
45969,237533.82317368948
79881,482683.5147613052
86841,148132.7194757002
54620,653616.5291910166
33352,485303.1805147655
25218,876444.0968518112
38397,280900.49433534575
20909,645128.9681098534
82611,454069.2762887996
49996,739092.2064210942
69133,501588.8140304321
84257,984237.387921237
65716,317800.2284160213
61162,837000.0056497075
63631,17796.420026171483
24357,856146.3863668714
4890,388865.96246518637
29022,487671.8990758372
91889,512416.55135327624
57415,184344.6167717919
75933,781016.8696796882
94953,99174.22217904277
97007,41853.104608210604
31346,935085.1203931383
88753,300841.64479878766
90125,844566.691581913
87381,86794.96019245652
47712,521668.7137995777
60066,190413.2752790589
54194,234062.48135827147
53146,899572.3110711466
68952,493041.73482765263
19554,518842.9955093124
25906,894205.5277869089
99319,268000.2712238954
21057,570943.1241338818
93389,211980.8593309394
82704,81566.15659276916
87098,904597.6684456441
5576,754074.0636658701
94265,920676.8380948418
65402,920247.0022988209
13003,610667.1159641207
89074,671109.749327272
98750,365909.9644543805
99507,354647.7875617942
80628,86844.17938269972
982,861291.6214918251
66786,828690.8609478001
49920,512665.4546400972
34499,126352.02168460295
99878,393344.96253844036
80254,525523.1285428011
62085,392490.60670253605
72080,251998.36242227379
15956,431451.29247168696
59149,338449.9355385536
88950,454104.0204299906
66148,536781.0543918977
53922,186939.2114475521
19010,694156.8905915436
26447,358960.07733697793
58807,162816.6526074382
84724,55604.20590383332
57132,782476.1116357594
19756,546967.4311325531
42087,469612.748104998
90767,552150.0443664828
66805,951095.3269215368
48525,122718.9785514014
71291,435554.64365286235
29480,778481.880083054
54229,774327.5131385134
56466,322218.3128504236
43310,129535.77023109599
8545,804949.5378229945
35926,130467.27539417826
20913,622684.2694990754
62210,101997.69144855639
80095,647427.3199265456
610,777245.1360323133
77149,941477.641768689
53412,285806.0576580677
74034,851887.4699159004
22289,841513.4720300063
28513,270761.45285615814
58033,813814.7269604238
93728,264392.1283019521
38860,536058.0120886676
3821,114689.83138908773
22490,656204.8512854017
93765,309994.10525770456
57599,755.1390820664772
84796,487821.56402929
90873,712868.5899540558
32381,699664.7681431422
14595,121432.6505996949
20054,670826.3903953478
18988,697634.5890361213
24713,828457.0641119584
32516,93387.07426703142
31093,21486.289446588828
26790,710264.367760735
43760,734617.3693253999
76497,79130.55385910356
84037,544285.2941501407
31400,857466.564605339
312,977402.4134176639
58168,5595.179787289
56720,953757.2715381818
54082,252070.53827515547
29237,622675.7106882097
60965,815887.0872338616
62363,397995.1120142211
39849,704254.992259309
96603,956833.7633311943
84962,406126.1512338571
29126,617049.9953050377
85269,612480.5766095489
97457,812444.1765192569
75919,600482.3797682957
15081,432824.5917066654
52137,460306.9938829846
94822,325514.32673893595
38480,228046.1861862429
562,368395.3231686558
57277,970336.8705159094
85056,521888.14727017895
2695,739439.3719576222
64667,211168.15365807014
63647,899130.1770962982
22671,749620.3530877981
47522,247414.85700360252
82374,220494.5776805264
29734,534115.5900575797
50534,10271.263584841065
65459,436833.96932729497
28626,486703.9768760181
22564,436585.38361158234
19824,348250.5942672447
73679,231634.1904267315
6335,723535.9154717408
22405,254044.37413698426
3312,348669.3019607605
30589,774679.727143457
60802,520823.7693228365
99120,293901.95900528354
32423,650705.7054390138
8528,48908.57607544646
41918,723119.3898712563
8049,945910.7135768496
87809,446106.1075832746
34353,44296.44661945842
26943,736642.5980832272
98814,611283.8999946765
64351,192949.76601157847
67799,380384.1295864905
96499,352936.2422390738
98398,336621.67158663133
16254,715114.2877130915
87688,178341.15738317333
80988,751712.9719448894
18875,633666.3058689457
22535,301043.14716028096
16591,653311.8473144195
56882,695859.6421475989
23390,806221.7010390144
64059,232530.03649786496
63727,512805.0372606429
73254,260127.68124906629
60207,870481.4224432833
79287,304935.56050646777
61930,783781.6439449462
32850,617307.2283178995
84854,142009.87504818387
20951,272511.7979802931
17218,363171.98626435915
78787,361974.0210033081
33242,372331.8078138004
67101,153876.65093395556
80207,443890.48718305305
45806,310928.95003921975
30091,449857.9417349478
63429,570987.4461573432
30543,152199.09302622324
57952,29064.529268821057
27374,785721.8561999925
12888,296367.5258304603
76989,93966.30099800433
37846,331241.62977581914
70814,332331.9294614863
82790,133991.66587168077
25323,890885.5596465635
4283,553826.9806967961
86583,459516.774333918
92122,301954.9492819558
73343,835218.7359009992
43738,402807.25388667244
76696,355298.7426447753
47049,990089.8668174088
32791,33284.28374884944
93744,673005.6158948283
86059,416440.5660845468
66105,736727.225898201
45170,208145.58286889
42067,148270.2230101627
93162,573212.952767473
90378,210311.09100089778
30929,490447.14556416695
33016,490702.9545193694
33438,234291.41938890846
66409,798302.7050150848
13203,203879.5324900699
4404,699865.593377429
1064,565798.929518116
19799,809487.9918164284
84199,887532.4783589629
6129,371340.58603764226
64823,565245.1912973594
43193,643897.0224298277
57943,202684.1992621061
8956,458287.6876096041
31780,263546.30076127977
64381,667969.5551845542
15444,427764.60824884195
6170,64977.99393924054
28531,689819.3401223661
6752,478482.82941210223
45846,900822.6742946927
94986,382211.9288724009
99133,328510.122318571
82631,275538.7362974944
38291,739689.011899524
67938,118035.81800595018
46218,872919.4874449966
73496,139963.5721340383
84478,864248.1780288498
21106,460878.23292961344
78725,36362.67210758119
85004,791989.547670567
43796,653762.1153982693
13656,397489.0451373572
9565,625354.8038750028
8379,452430.3981649271
65602,603852.6473990397
49281,246258.13967932094
31095,621766.6531438773
35966,825540.0025229412
87422,635446.0926418444
74636,247174.90793595655
93658,106393.0154756304
72676,683458.2974520435
73686,868355.7181250531
5334,963671.1060110175
78252,445294.1950725543
99663,633554.0220066572
24811,798539.844180018
98950,548493.0387263688
65725,830449.4608214927
17360,398903.00120222894
67140,517279.0776235934
14433,458199.1872899109
49159,266733.64381484484
78274,859107.3550263866
33161,842904.8420210007
36646,62673.17151268889
48397,452376.20429249085
97509,619472.8827478536
75603,788922.523446802
61691,698339.8587198036
5321,283767.57025638607
84588,487014.9934185785
24499,767996.8806443934
28791,500734.10108761216
36799,746204.2424185997
68096,910120.724161616
52324,865752.68426053
98521,555084.5370766622
7023,935971.5817793849
87368,191052.85864897372
81927,931929.375403478
59553,504310.60386969807
45569,846054.9307771066
83718,164948.56492039879
9260,855750.188697236
54523,123600.63191575743
67503,571866.7702908269
40246,1212.9549171922436
33564,828722.4735448655
21388,577150.4995592807
81549,736217.3484727088
83542,956099.4425954905
6959,283925.122155099
83702,805606.9256017391
27126,99480.75150371494
34347,654507.6297809809
22127,552057.181340233
61125,731341.2111489187
37016,377590.8286735963
47111,602508.3178165142
5353,950284.3661000464
62958,697273.340246886
71730,282585.9259377104
96614,570296.9621272983
22471,318827.0374026365
83257,395068.7794815773
8108,477962.08481264533
80471,376681.8941841006
5833,823351.2659741514
3626,180305.9695291797
42634,127184.2970794766
23198,674385.1315782265
28705,810743.9024721531
16856,122398.5761743516
78726,625543.5092998925
70424,850074.1871395481
3937,128802.03574432086
44249,281754.7908670944
36531,611181.6173840744
81069,694196.2567427988
40992,403446.6906118789
13924,995092.5620438452
1386,534085.0338651353
59624,864624.8769341866
7364,726956.4171476741
48845,734520.295414986
7952,312607.872393984
55711,869444.2337048555
83909,823739.9000696979
76056,722336.6969806344
36008,261629.36264408013
1966,871826.0469258735
22198,918949.0400840301
89951,196073.64709454478
86643,751433.4260157386
97555,6555.21397014919
7005,294185.53113903693
5325,611787.3144137199
14517,702637.0725911742
20665,800047.103888649
77548,935968.1830125855
29411,848740.2070923167
31964,709612.4730576638
34185,110798.94269282407
26165,56836.153849149465
48106,768839.842363763
47015,210536.1521139928
82751,509254.42279183125
66138,685476.692068885
90079,212059.30715005533
80003,372163.0576302046
76755,345481.11442280916
40011,107540.34397771863
95909,677972.1613580337
21883,639911.881769001
66116,263648.06613957754
66345,895829.5711763301
4913,56248.3844871397
44043,263680.75832977187
84139,622873.063130213
58114,547011.5237078316
38633,345323.33081202576
998,948139.3113017314
41118,863215.4417006222
66326,186682.9344600594
73446,245802.97799163195
48488,237179.0827820125
9755,116137.35350810927
57419,657121.3315301555
20171,198700.32174744815
65754,5020.007827891134
91333,68701.74438926793
70753,312142.71826673025
88683,30240.24205934515
52600,666715.7423998909
93388,659968.5132639273
49799,369725.561716106
32950,917158.4092706327
25233,767996.3658792158
71393,339988.65776276897
40599,15540.967326002814
98602,33463.76040898421
99542,254516.0507901805
60881,268983.73721230804
5366,655232.8992245987
41446,50918.494893543284
94304,964246.2000359616
35436,698132.9582003846
15825,277765.1107151183
63204,243106.99770584505
38771,663875.6635976976
8977,306721.65386727627
94240,844751.4315331035
77170,86631.09720954337
8996,744219.4240535126
15589,241249.5458239043
44032,545691.0229768686
72078,432349.75880628295
75951,503896.6500797417
23612,366127.4667040851
32257,58382.17347444826
31459,255763.58881223644
50094,182763.6218594604
91689,248466.7113881839
37404,557601.5879507825
17099,812595.5054389575
35138,812717.4380675821
26161,537107.8162270704
5171,819742.9378297791
13486,166137.12753169143
48180,58098.957230893575
33610,773474.2315830357
69241,111675.43911920609
91561,363911.1905536898
36103,425935.3820784735
88265,758520.1787503855
95057,619421.1495105937
13800,770297.9849561452
91132,526329.0976461902
41800,27370.06530004889
66654,473517.4896580827
97174,383919.909016991
35593,640506.2525339591
91506,514738.83873820934
72267,460981.53404221486
91178,165345.89225915232
62740,581222.8984874074
92509,340192.2802464292
66855,830655.7939526096
65638,732898.139141582
95367,383646.03884588036
80667,818799.0347620826
59271,180173.97351592436
13004,663180.7797773747
10943,560253.5422056975
31454,967425.0273604725
73372,436460.8449312221
35054,454525.4344217071
42544,426454.2430895422
33041,100655.07150886135
36810,199875.52674816456
66674,432588.56882593053
10378,381699.88634662057
36272,299210.5406011179
27546,202827.68887988088
84739,536593.7030610784
1572,502436.89821891114
13396,9029.047813800747
20667,972027.7313010545
89423,826960.7980679804
64913,445731.92449888977
7878,830457.1663086561
51520,112418.26799555474
42618,6019.60972609089
66815,809227.4058687952
67006,286441.7887504657
76334,779171.8518772718
56953,983453.2441717451
30573,165385.90547311492
98854,882157.4990366037
17928,529719.4202260175
53395,241716.0340376775
56685,699924.8352154032
50064,463811.09692218446
58710,693450.1480221254
73599,701982.1864979508
69215,752086.1617867443
98195,940787.4442124396
18150,28821.724242896333
93794,705641.9902726756
96171,269626.08369666064
89054,229296.2088443286
37422,697572.7444998387
68072,77566.18058349533
90626,376306.6748750928
39754,218131.9459608291
98736,637303.3552552203
23074,93831.41450439359
36687,10195.912883867251
38624,503232.1517835254
23714,69831.03233552308
55512,441274.3473564264
56207,941214.7500154404
48049,466449.5006564044
59844,216424.22215011204
49921,930489.1456919595
46083,773550.8423100458
39564,66352.7599425066
97499,678395.580338869
37821,61300.600033158385
54782,702465.0270333311
54177,698484.0179141859
36939,660807.4501901242
384,906420.0139202744
89571,474106.1525654617
52974,305498.32454662485
90246,278097.0455168028
22968,397057.6402219929
47183,428078.3283465637
72909,249542.07044315705
28388,687637.9168119765
14408,356767.75438326324
41092,427081.6645526576
21527,147680.42455514972
41506,537147.7919459802
42749,282722.434521154
8151,354324.4805865163
30113,160560.60485598614
77176,678693.3321500921
1203,906605.9816458367
31176,600108.0187820868
62615,930045.5139212714
61310,367097.0563152585
86189,184121.0025662236
84644,778935.7909231477
75903,349766.86189467617
71074,686938.8097451759
95231,223690.59631909645
75461,603621.1709368449
97525,478916.88110843895
48036,64555.776938875104
58452,205128.88490490388
73895,29758.20942155518
7389,14699.173762886496
65469,787263.0824164798
44176,75872.0874960655
59018,845331.0538206147
93977,489733.4905855802
79202,166699.0022105932
68818,270165.7161768122
12209,600357.4632843625
74334,811781.3255133493
62632,41433.533993128796
56750,73979.00703807831
6269,708691.9032132095
15112,351169.6984111771
40059,377871.8399204494
76258,497346.54874898464
448,61335.079956632566
60790,904723.7269334558
8019,670583.1052763193
65077,630474.972534297
8924,166400.4872351567
45746,214096.11376114548
98996,687150.946066296
7945,726098.8515337784
7296,561622.2074738725
3120,729898.4470042463
83452,771473.0289716503
16917,635640.6688558693
64228,3307.8103926002914
21372,470077.9098266909
23927,313475.75735182094
33510,766480.0003710656
90445,727439.4051213075
13548,118433.95677983914
79347,419263.4936408106
20631,450384.2673616073
5953,109809.10739608957
63203,691544.7047233909
35143,264893.00272643304
66177,76467.1995340746
19337,279592.94646941486
3847,954774.7155028495
55871,552154.872920042
64826,24437.150149644007
52571,420270.92880441505
59369,507654.64869547205
95797,47266.8240179588
72949,679050.6265803057
78784,239910.07999745198
13051,572903.3828392442
25564,52603.037228582776
1781,511432.067186887
99907,462741.5120147964
75185,693852.3109574384
85259,501224.51774781634
41297,701988.1743915599
4535,392669.8630456671
17106,165471.52683393232
25960,460887.1888842129
12503,669536.4993808427
10816,869983.3315752966
67410,905131.6342602825
74355,97077.55249674078
18260,653109.9731011135
9276,19604.3237175602
24808,338397.15237326466
83230,230215.17576680204
73589,90014.98071187452
4522,892299.5393143821
82958,790674.0217161813
54632,193543.8450045387
94773,445424.8373493853
57196,444414.85485180974
42439,881967.9762455885
91029,301416.8591748881
4072,671998.6669829163
65288,932309.6059832481
3458,634795.1415233179
8093,445609.449734181
70158,575055.0668033151
91414,82510.77207821522
34672,106902.43116305751
86995,718665.5794103043
63986,928308.4813153992
76897,636990.9906814736
58575,82328.8890512435
78173,649909.4206719577
43014,779448.2536191705
86759,71612.01125952482
1951,336875.9123978739
95265,902564.1241571006
91233,418240.61536541296
50750,109518.31422762628
2186,252803.81586544166
40522,905295.5378910368
28415,264152.693926027
26989,191613.27338302345
95691,253939.25606075936
58590,806401.608772738
68978,394839.7800812048
65758,259828.3110505607
68680,728491.9268536548
49437,768293.8795660096
18795,447270.66297391005
27642,505739.3905444866
60198,991430.3065727234
58111,65467.39740324094
23990,295062.5968964264
90853,220772.77548104207
75160,217079.21453946756
60956,720893.4284987907
89623,325289.2518493239
9383,490270.7982676262
47882,966778.8172342861
16355,131981.3613120838
41003,39208.01919644862
14317,85377.33626334103
57022,803844.9982147143
76521,524839.8066855635
25413,606894.5098954481
51337,127799.42754990606
63136,285786.57724084804
32479,676848.7432815988
40907,336663.0403094258
66840,546116.4186016443
26982,129447.10591242304
21463,589686.6457138703
14016,852638.6179719449
28500,599582.3752677377
64587,245113.4847694449
6654,636124.0903120206
76856,244326.38988689764
21623,278618.36471046146
92020,958911.7353496294
32820,131741.79482235995
68909,91168.49381649341
92498,882376.5823109017
79815,55716.50603651051
51382,99502.66810310456
56470,208546.6239811207
87991,945945.2721505588
80124,545849.0873074571
28980,200620.874304055
71396,523654.7156947015
14506,23843.894051576768
71020,399160.00889842317
14382,692768.3167368161
92078,647539.7885753155
56027,773986.3921272977
56637,254165.51954966385
88514,926231.3212085877
49686,26378.316329414803
93959,415114.8191076529
51782,481690.36300229444
85107,498390.51302708965
31516,658375.7552053292
30305,259859.0059036193
6966,53234.018550512264
35021,793044.2936481531
39188,980905.879197341
5711,771294.4798911338
92083,380307.9137372703
21212,273910.459975193
53280,960797.5850857098
27756,680079.4813780785
3060,204573.85270742854
72448,264575.1682960709
23991,745075.5518415574
43417,388114.8739946743
42801,596033.0151836474
99089,167119.49965316907
18606,368794.8603763329
18702,26747.1203827723
86885,920531.455131736
72865,537065.8836245819
73435,79589.34577896305
12649,632478.4848449285
71695,665840.9525949145
33711,428895.68179380946
43538,41968.71893985354
62439,438730.67772011354
80149,577279.003190172
20053,324845.1171659869
75419,778030.8336887058
68771,889138.2071605554
74008,685301.0310581445
17404,703119.7037024845
8953,28723.47867933783
44002,516644.4636744826
19149,827719.0761961616
22990,368580.27867870656
13695,162411.94347343355
68952,947042.2810115011
44613,782635.4492032952
29746,800444.4491113087
27623,818163.3558985147
90652,226647.80655920072
65662,860069.5066125854
73817,967181.8036061506
68212,621365.3980871997
63303,343704.1182948289
43043,783915.9311108129
11865,651276.684437525
95541,551688.7325248289
97466,611141.1052572276
84721,916973.076623987
66779,798267.2670493522
37952,507767.1912637875
62364,286697.36729048885
52462,187141.07068708763
67604,181562.8333074017
27170,170661.70809718725
50390,389327.5013077024
36095,387659.1161302754
32560,612860.1419928079
88053,451459.9597545655
98985,871843.0883227309
94986,719568.8419757817
96191,541096.9698923137
72113,309168.05164551205
4215,114949.97738908662
10983,156812.85982578935
38582,220149.023279222
10254,211931.3599829033
40064,228940.43863756882
45459,599686.698598765
90748,485754.8678438667
57593,537445.3991833585
80718,413681.62848546484
907,805173.1660347614
10659,146651.30486028202
12998,494216.75157770084
3133,60659.073353138614
44361,26595.819817084026
38635,196452.65311558178
29113,814949.9778230389
42021,974950.1290264316
28696,244214.5164095606
79735,288443.72548411676
83718,616863.9840104808
6773,430887.6345092058
24245,593524.4438084183
73330,101447.37183526189
36617,46195.80024079377
22889,816235.0531219853
50232,143377.6524712377
42854,918566.176018152
10865,757582.1971770325
47108,831391.9091575193
69036,810941.011742783
54961,146177.4592434723
20489,236510.47698370484
92813,711620.5823491004
51506,564422.8965847543
13724,349369.94587074034
21101,465585.5080909381
45513,888656.3224933009
66379,553455.5245376034
78153,714901.4388438178
12180,449564.8863353428
78483,307373.0641445508
18997,569068.7498918861
24879,690991.2704963345
75625,275911.25879310066
97141,50532.440743980354
47931,204959.24691998132
97733,456637.68264985475
44501,871618.9841430134
6977,510755.8597297215
51291,224836.09127101314
72168,944165.0470683933
57077,813863.9097852466
99893,646120.3242676929
25462,365951.40077722014
93807,482829.8265337774
74173,988130.6598266347
97862,649572.772139307
40340,462730.95379141916
9404,925297.5618971465
92064,59941.129310666394
61997,404516.62477842777
69272,745316.3953593295
33285,626101.3264762698
25563,533548.1561261803
11421,430617.9722018225
85505,779705.9133161742
75959,540250.1648959237
12669,427325.7481106619
35171,772042.9711066929
75879,140462.0895396412
42662,149829.56858925422
27504,907094.6937231394
47024,429182.0471378194
87860,642423.4073090468
16103,470622.37753929046
18161,970844.5486085801
74576,830697.0823573678
32625,772054.1878228297
28968,407791.7972184848
81550,458031.96497466444
8837,445438.7328924797
6265,920558.7217072083
66345,587733.1753199227
17457,718427.9415079026
88309,529325.4835258176
98022,658401.6883169597
69936,956474.5821835125
80549,201166.4163548605
79114,357980.2921189102
64178,113178.6979998222
9520,951155.0809173827
56278,807607.2904513044
33446,214098.62769871997
30823,486027.6908146765
41844,153517.9911084733
87033,412706.4426758071
39667,815182.5678459187
5130,682695.1372681016
85227,488407.16960155725
34059,279940.3043216384
16345,64949.146082036474
36941,768669.4158256843
70268,718139.075257585
35679,139663.46426791174
47164,911652.981146287
52712,152965.09700838107
70037,398402.44651841687
37986,171942.64090378655
72479,19743.767337476922
28198,709191.7738509801
34833,170586.2731216057
36070,237817.02951995973
73703,854520.0437910154
40413,437657.0174257573
21841,344361.7927404026
25775,66376.54649320412
91647,605018.231865868
80735,510879.0692380487
22765,31108.473264237105
2594,624411.8000076222
47741,951263.948084038
62722,130016.31385951857
55965,381650.3801664659
20479,676871.8472464422
